# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	331009
#@/user_id	1dd0fc4f-c87c-47d9-ba60-5efabec58bf4
a 	啊	c=1139 d=1.2665 t=331009
fang wen qi 	訪問器	c=4 d=1.10341e-40 t=331009
fang wen ti 	放問題	c=1 d=2.17001e-85 t=331009
fang wen zhe 	訪問者	c=1 d=4.11429e-170 t=331009
fang wu 	房屋	c=16 d=8.78822e-187 t=331009
fang xia 	放下	c=1 d=2.36682e-312 t=331009
fang xiang 	方向	c=21 d=0.0352602 t=331009
fang xin 	放心	c=9 d=1.08193e-44 t=331009
fang xing 	放行	c=2 d=2.96177e-68 t=331009
fang xiu qi 	防鏽漆	c=1 d=1.52002e-220 t=331009
fang yang 	放羊	c=0 d=3.92643e-180 t=331009
fang yang de xing xing 	放羊的星星	c=1 d=3.94612e-179 t=331009
fang yi 	方毅	c=1 d=0 t=331009
fang yi 	防疫	c=1 d=1.02115e-246 t=331009
fang you jian 	放郵件	c=1 d=8.06608e-237 t=331009
fang yuan 	房源	c=2 d=1.15107 t=305154
fang yuan 	方圓	c=1 d=1 t=304775
fang zai 	放在	c=7 d=1.30069e-34 t=331009
fang zai le 	放在了	c=1 d=2.53135e-191 t=331009
fang zhe 	放着	c=2 d=1 t=321005
fang zhe 	防着	c=0 d=0.1 t=330877
fang zhe dian 	防着點	c=1 d=1 t=330878
fang zhen 	方針	c=1 d=1.07567e-299 t=331009
fang zheng 	方正	c=1 d=4.81176e-130 t=331009
fang zhi 	放置	c=17 d=2.55511e-07 t=331009
fang zhi 	防止	c=32 d=0.852144 t=331009
fang zhu 	房主	c=5 d=5.97805e-58 t=331009
fang zi 	房子	c=77 d=0.106433 t=331009
fang zu 	房租	c=8 d=2.07819e-48 t=331009
fei 	肥	c=1 d=2.79071e-75 t=331009
fei 	費	c=26 d=0.00153752 t=331009
fei 	非	c=42 d=8.8635e-23 t=331009
fei 	飛	c=5 d=4.57768e-14 t=331009
fei chang 	非常	c=23 d=7.21153e-08 t=331009
fei chang kuai 	非常快	c=1 d=6.39414e-122 t=331009
fei chang man 	非常慢	c=2 d=0 t=331009
fei che 	飛車	c=0 d=1.02212e-170 t=331009
fei chong 	飛蟲	c=0 d=0 t=331009
fei chong shou 	飛蟲獸	c=3 d=0 t=331009
fei chuan 	飛船	c=0 d=0 t=331009
fei chuan bu ke 	非穿不可	c=0 d=1.3203e-64 t=331009
fei chuan bu ke ma 	非穿不可嗎	c=1 d=1.32692e-63 t=331009
fei de 	非得	c=1 d=3.69325e-194 t=331009
fei dian 	費點	c=0 d=3.65503e-249 t=331009
fei dian shi 	費點事	c=1 d=3.67335e-248 t=331009
fei dui chen 	非对称	c=1 d=2.46723e-07 t=331009
fei dui cheng 	非對稱	c=1 d=2.90983e-08 t=331009
fei dui cheng jia mi 	非對稱加密	c=1 d=2.92442e-07 t=331009
fei fa 	非法	c=2 d=6.82386e-109 t=331009
fei fu 	肺腑	c=1 d=1.25093e-222 t=331009
fei hua 	廢話	c=1 d=0 t=331009
fei ji 	飛機	c=3 d=4.7006e-61 t=331009
fei jin 	費勁	c=23 d=3.00902e-18 t=331009
fei jin er 	費勁兒	c=1 d=2.90569e-49 t=331009
fei kong 	非空	c=2 d=6.80246e-17 t=331009
fei le 	廢了	c=1 d=4.50923e-72 t=331009
fei li pu 	飛利浦	c=2 d=1.31938e-133 t=331009
fei long 	飛龍	c=1 d=1.24826e-285 t=331009
fei lun hai 	飛輪海	c=2 d=3.66098e-179 t=331009
fei niao 	飛鳥	c=1 d=4.70075e-32 t=331009
fei qi 	廢棄	c=3 d=3.37144e-05 t=331009
fei qi ye ge li 	非企業隔離	c=3 d=1.32363e-217 t=331009
fei shang lai 	飛上來	c=1 d=1.6762e-18 t=331009
fei shi 	費時	c=3 d=2.8305e-211 t=331009
fei shi jian 	費時間	c=1 d=0 t=331009
fei shu 	飛書	c=26 d=2.14856e-10 t=331009
fei si ge jin 	費死個勁	c=1 d=0 t=331009
fei tong zhi hua 	非同質化	c=1 d=8.90731e-22 t=331009
fei wen ding 	非穩定	c=1 d=3.28128e-38 t=331009
fei wu 	廢物	c=2 d=1.2572e-222 t=331009
fei ye 	飛葉	c=2 d=6.6648e-51 t=331009
fei yong 	費用	c=16 d=2.32078e-25 t=331009
fei zao 	肥皂	c=1 d=5.02268e-311 t=331009
fei zhu 	飛豬	c=11 d=6.13021e-56 t=331009
fen 	份	c=26 d=0.00326589 t=331009
fen 	分	c=55 d=0.00472766 t=331009
fen 	粉	c=2 d=3.63874e-79 t=331009
fen 	糞	c=1 d=9.93169e-273 t=331009
fen an 	分案	c=1 d=0 t=331009
fen bao 	分包	c=8 d=5.06786e-89 t=331009
fen bian 	分辯	c=2 d=0 t=331009
fen bian lv 	分辨率	c=13 d=1.84039 t=331009
fen biao 	分俵	c=2 d=1 t=308693
fen bie 	分別	c=29 d=0.0298969 t=331009
fen bu chu 	分不出	c=1 d=0 t=331009
fen bu shi 	分佈式	c=2 d=7.25631e-22 t=331009
fen ceng 	分層	c=1 d=5.38918e-81 t=331009
fen cha 	分叉	c=2 d=0.0028608 t=331009
fen cheng 	分成	c=1 d=0 t=331009
fen ci 	分詞	c=11 d=4.44465e-20 t=331009
fen cun 	分寸	c=1 d=0 t=331009
fen dan 	分擔	c=1 d=1 t=306520
fen e 	份額	c=1 d=0.0291588 t=331009
fen fa 	分發	c=6 d=5.83605e-07 t=331009
fen fen 	紛紛	c=0 d=0 t=331009
fen fen fen fong 	紛紛分甮	c=1 d=0 t=331009
fen ge 	分割	c=10 d=1.07344e-99 t=331009
fen ge 	分隔	c=7 d=3.56051e-87 t=331009
fen ge biao ji 	分割標記	c=1 d=0 t=331009
fen ge fu 	分隔符	c=3 d=2.72256e-08 t=331009
fen ge xian 	分割線	c=2 d=1.11994e-156 t=331009
fen gui 	分軌	c=1 d=0 t=331009
fen hang 	分行	c=1 d=1 t=317660
fen hao 	分號	c=8 d=3.69393e-253 t=331009
fen hu 	分戶	c=0 d=5.60948e-24 t=331009
fen hu tu 	分戶圖	c=6 d=8.39414e-22 t=331009
fen hui 	分會	c=0 d=0 t=331009
fen kai 	分開	c=9 d=2.1605e-05 t=331009
fen lan 	芬蘭	c=1 d=1.60895e-95 t=331009
fen le 	分了	c=1 d=7.78549e-320 t=331009
fen lei 	分類	c=50 d=0.0899909 t=331009
fen lei de 	分類的	c=1 d=7.68382e-19 t=331009
fen li 	分離	c=8 d=4.78252e-29 t=331009
fen li qi 	分離器	c=1 d=1 t=317968
fen liang 	份量	c=1 d=6.54916e-286 t=331009
fen lie 	分裂	c=5 d=0.0871609 t=331009
fen pai 	分排	c=0 d=0.1 t=326839
fen pai ren 	分排人	c=1 d=1 t=326840
fen pei 	分配	c=55 d=0.00128757 t=331009
fen pei de 	分配的	c=1 d=1 t=316910
fen pei qi 	分配器	c=1 d=3.566e-252 t=331009
fen pei ren 	分配人	c=2 d=1.00009 t=319318
fen pian 	分片	c=3 d=2.03622e-101 t=331009
fen ping 	分屏	c=1 d=0 t=331009
fen qi 	分期	c=4 d=3.78047e-292 t=331009
fen qing 	焚情	c=1 d=8.73575e-146 t=331009
fen qu 	分區	c=1 d=0 t=331009
fen san 	分散	c=3 d=0 t=331009
fen se 	粉色	c=4 d=3.52924e-96 t=331009
fen shu 	分數	c=1 d=3.3206e-178 t=331009
fen shui 	分水	c=0 d=3.50335e-184 t=331009
fen shui qi 	分水器	c=2 d=4.47791e-183 t=331009
fen shui qi 	分水齊	c=1 d=1.75606e-183 t=331009
fen si 	粉絲	c=3 d=9.94554e-260 t=331009
fen tiao 	粉條	c=1 d=4.37437e-244 t=331009
fen wei 	分爲	c=13 d=3.07478e-38 t=331009
fen xi 	分析	c=41 d=0.0836064 t=331009
fen xi ping jia 	分析評價	c=1 d=0 t=331009
fen xi yuan 	分析員	c=2 d=0 t=331009
fen xiang 	分享	c=21 d=1.29174e-41 t=331009
fen xiang 	分項	c=1 d=0 t=331009
fen xiang zi 	粉箱子	c=1 d=3.65698e-78 t=331009
fen xiao 	分銷	c=1 d=0 t=331009
fen xuan 	分選	c=4 d=0 t=331009
fen xuan ping jia 	分選評價	c=1 d=0 t=331009
fen ye 	分頁	c=51 d=5.62992e-07 t=331009
fen ye qi 	分頁其	c=2 d=3.7316e-25 t=331009
fen zhen 	分幀	c=1 d=8.58083e-112 t=331009
fen zhi 	分值	c=0 d=0 t=331009
fen zhi 	分支	c=168 d=0.0585115 t=331009
fen zhi 	分置	c=9 d=0 t=331009
fen zhi le 	分支了	c=1 d=0 t=331009
fen zhong 	分鐘	c=45 d=0.00076839 t=331009
fen zhong xin 	分中心	c=0 d=0 t=331009
fen zhu 	分主	c=2 d=1.16364e-194 t=331009
fen zu 	分組	c=38 d=9.9155e-30 t=331009
fen zu ming 	分組名	c=1 d=2.10926e-192 t=331009
feng 	封	c=18 d=1.44946e-14 t=331009
feng 	峯	c=2 d=6.32626e-261 t=331009
feng 	瘋	c=0 d=4.12621e-205 t=331009
feng 	縫	c=3 d=4.41994e-72 t=331009
feng 	逢	c=1 d=2.04921e-117 t=331009
feng 	風	c=7 d=6.33698e-134 t=331009
feng ban 	封版	c=4 d=0 t=331009
feng bi 	封閉	c=7 d=3.98913e-303 t=331009
feng bu feng 	封不封	c=1 d=8.78858e-305 t=331009
feng chao 	蜂巢	c=5 d=4.26878e-45 t=331009
feng den ge 	風㩐個	c=1 d=0 t=331009
feng er 	風兒	c=0 d=0 t=331009
feng fan 	馮凡	c=1 d=1 t=325287
feng fu 	豐富	c=5 d=1.37886e-07 t=331009
feng ge 	風格	c=17 d=1.04365e-32 t=331009
feng han 	風寒	c=0 d=0 t=331009
feng han kang 	風寒抗	c=1 d=0 t=331009
feng huang 	鳳凰	c=1 d=2.21272e-79 t=331009
feng huo 	烽火	c=4 d=6.45971e-95 t=331009
feng huo 	風火	c=1 d=0 t=331009
feng jing qu 	風景區	c=2 d=4.29489e-285 t=331009
feng kong 	封控	c=2 d=0 t=331009
feng kuang 	瘋狂	c=9 d=2.1605e-05 t=331009
feng kuang de 	瘋狂地	c=1 d=0 t=331009
feng le 	瘋了	c=0 d=2.53809e-282 t=331009
feng li 	鳳梨	c=1 d=1.08215e-17 t=331009
feng liang hua 	風涼話	c=1 d=2.2596e-296 t=331009
feng long 	風龍	c=1 d=0 t=331009
feng lv zi 	瘋驢子	c=1 d=4.14689e-204 t=331009
feng mian 	封面	c=5 d=3.18867e-201 t=331009
feng mian tu 	封面圖	c=1 d=0 t=331009
feng nuan yu ba 	風暖浴霸	c=2 d=1.67368e-196 t=331009
feng sao 	風騷	c=0 d=3.92306e-23 t=331009
feng sao lv shi 	風騷律師	c=2 d=7.9052e-22 t=331009
feng shan 	風扇	c=10 d=8.19707e-15 t=331009
feng shen bang 	封神榜	c=6 d=0 t=331009
feng tian 	奉天	c=1 d=6.10412e-311 t=331009
feng wo 	蜂窩	c=0 d=1.82506e-255 t=331009
feng wo lian 	蜂窩簾	c=1 d=1.83421e-254 t=331009
feng xi 	縫隙	c=1 d=0 t=331009
feng xian 	風險	c=23 d=2.7865e-10 t=331009
feng xian deng ji 	風險等級	c=1 d=1 t=319917
feng xian guan li 	風險管理	c=2 d=0 t=331009
feng xiao gang 	馮小剛	c=1 d=0 t=331009
feng yu 	風雨	c=0 d=1.63717e-124 t=331009
feng yu cai hong 	風雨彩虹	c=1 d=1.64537e-123 t=331009
feng yun 	風雲	c=6 d=1.33209e-285 t=331009
feng zhuang 	封裝	c=33 d=4.25631e-40 t=331009
feng zi 	縫子	c=1 d=5.36326e-230 t=331009
fo ru 	佛如	c=2 d=1.81482e-41 t=331009
fo tiao qiang 	佛跳牆	c=9 d=6.96633e-322 t=331009
fong 	甮	c=5 d=1.37139e-186 t=331009
fong an kai 	甮按開	c=1 d=0 t=331009
fong da fa 	甮大法	c=1 d=3.01084e-320 t=331009
fong dan 	甮單	c=4 d=1.32422e-186 t=331009
fong de 	甮的	c=1 d=0 t=331009
fong song 	甮送	c=1 d=0 t=331009
fou 	否	c=30 d=7.14342e-14 t=331009
fou ze 	否則	c=25 d=0.000593188 t=331009
fu 	付	c=16 d=4.95203e-27 t=331009
fu 	伏	c=1 d=8.58347e-145 t=331009
fu 	傅	c=2 d=0 t=331009
fu 	富	c=1 d=0 t=331009
fu 	府	c=2 d=0.0765355 t=331009
fu 	服	c=21 d=1.72162e-09 t=331009
fu 	父	c=25 d=2.49155e-13 t=331009
fu 	福	c=3 d=0 t=331009
fu 	符	c=1 d=1.34404e-08 t=331009
fu 	覆	c=1 d=0 t=331009
fu 	負	c=3 d=6.21548e-24 t=331009
fu 	賦	c=4 d=1.44762e-45 t=331009
fu ban nian 	付半年	c=1 d=0 t=331009
fu ben 	副本	c=4 d=6.77979e-17 t=331009
fu cai 	輔材	c=2 d=0 t=331009
fu cha 	複查	c=6 d=1.3653e-143 t=331009
fu cha ren 	複查人	c=6 d=2.39968e-137 t=331009
fu chen 	浮沉	c=6 d=0 t=331009
fu chong 	俯衝	c=0 d=0 t=331009
fu chou zhe 	復仇者	c=2 d=7.34739e-124 t=331009
fu chu 	付出	c=2 d=0 t=331009
fu chu 	復出	c=1 d=0 t=331009
fu chuang kou 	父窗口	c=2 d=7.53389e-90 t=331009
fu dan 	負擔	c=2 d=1.51749e-73 t=331009
fu dao 	輔導	c=1 d=1.78642e-120 t=331009
fu dian 	浮點	c=5 d=1.85628e-42 t=331009
fu dian shu 	浮點數	c=2 d=2.25306e-254 t=331009
fu dian xing 	浮點型	c=3 d=2.08666e-254 t=331009
fu dong 	浮動	c=8 d=4.19879e-27 t=331009
fu fa 	復發	c=1 d=1 t=325731
fu fei 	付費	c=9 d=7.56818e-05 t=331009
fu fu 	敷敷	c=1 d=1.75789e-19 t=331009
fu gai 	覆蓋	c=28 d=6.72742e-14 t=331009
fu gei 	付給	c=1 d=0 t=331009
fu hao 	符號	c=18 d=1.15102e-37 t=331009
fu hao lian jie 	符號鏈接	c=1 d=2.73455e-217 t=331009
fu he 	符合	c=7 d=4.23739e-17 t=331009
fu he 	複合	c=3 d=2.29223e-254 t=331009
fu he xing 	複合型	c=1 d=1.24809e-254 t=331009
fu ji 	父級	c=10 d=4.78008e-23 t=331009
fu jia 	富家	c=2 d=0 t=331009
fu jia 	附加	c=2 d=0 t=331009
fu jian 	附件	c=101 d=2.1605e-05 t=331009
fu jian ming 	附件名	c=3 d=7.69814e-249 t=331009
fu jin 	福晉	c=1 d=0 t=331009
fu jin 	附近	c=23 d=8.1981e-75 t=331009
fu jing li 	副經理	c=1 d=8.97026e-46 t=331009
fu ke si 	福克斯	c=2 d=0 t=331009
fu kuan 	付款	c=7 d=8.48327e-07 t=331009
fu kuan ma 	付款碼	c=1 d=0 t=331009
fu le 	付了	c=3 d=3.67065e-164 t=331009
fu le 	服了	c=26 d=0.000166586 t=331009
fu lei 	父類	c=9 d=9.03772e-15 t=331009
fu lei xing 	父類型	c=2 d=3.72136e-105 t=331009
fu li 	福利	c=1 d=2.83183e-99 t=331009
fu lia 	付倆	c=1 d=0 t=331009
fu lu you 	父路由	c=1 d=2.32592e-19 t=331009
fu ma 	輔碼	c=5 d=7.43381e-306 t=331009
fu mian 	負面	c=1 d=0 t=331009
fu ni qian 	付你錢	c=1 d=1 t=302611
fu nv jie 	婦女節	c=2 d=1.48843e-197 t=331009
fu pan 	覆盤	c=2 d=0 t=331009
fu pan hui 	覆盤會	c=2 d=0 t=331009
fu qi 	夫妻	c=0 d=0.1 t=306798
fu qi 	服氣	c=3 d=3.85742e-310 t=331009
fu qi gong tong 	夫妻共同	c=1 d=1 t=306799
fu qian 	膚淺	c=1 d=6.64582e-135 t=331009
fu qin 	父親	c=1 d=0 t=331009
fu shi 	服飾	c=1 d=1.31891e-80 t=331009
fu shi 	複試	c=2 d=1.65125e-18 t=331009
fu shi shan 	富士山	c=1 d=0 t=331009
fu shu 	複數	c=1 d=1 t=304203
fu shu 	負數	c=11 d=7.4208e-21 t=331009
fu wan 	服完	c=1 d=4.32937e-240 t=331009
fu wo 	俯臥	c=2 d=0 t=331009
fu wu 	服務	c=200 d=5.87332e-05 t=331009
fu wu duan 	服務端	c=24 d=3.88324e-49 t=331009
fu wu lei xing 	服務類型	c=1 d=1.10665e-192 t=331009
fu wu mo shi 	服務模式	c=1 d=1.22594e-73 t=331009
fu wu qi 	服務器	c=101 d=1.04173e-16 t=331009
fu wu qi duan 	服務器端	c=1 d=2.57563e-101 t=331009
fu xian 	復現	c=31 d=3.66367e-62 t=331009
fu xiang zi 	父向子	c=1 d=0 t=331009
fu xing men 	復興門	c=1 d=1.37344e-86 t=331009
fu xuan 	浮選	c=2 d=0 t=331009
fu xuan kuang 	複選框	c=9 d=7.49211e-13 t=331009
fu xue 	復學	c=1 d=1.59669e-152 t=331009
fu yang quan 	撫養權	c=3 d=9.63205e-149 t=331009
fu ye 	副業	c=2 d=5.83486e-104 t=331009
fu ye mian 	父頁面	c=3 d=3.75415e-63 t=331009
fu yin 	複印	c=1 d=1.78989e-231 t=331009
fu yin jian 	複印件	c=1 d=6.35724e-54 t=331009
fu yong 	復用	c=45 d=3.85999e-19 t=331009
fu yong de 	復用的	c=1 d=1 t=313717
fu yu 	腹語	c=1 d=0 t=331009
fu yu 	賦予	c=1 d=5.86448e-46 t=331009
fu yuan su 	父元素	c=14 d=3.07299e-84 t=331009
fu za 	複雜	c=10 d=4.98125e-08 t=331009
fu za de 	複雜的	c=1 d=1.39239e-12 t=331009
fu za du 	複雜度	c=1 d=0 t=331009
fu za shu ju 	複雜數據	c=1 d=2.29349e-89 t=331009
fu zai 	負載	c=1 d=5.02553e-112 t=331009
fu zan 	輔贊	c=0 d=0 t=331009
fu zan du 	輔贊讀	c=1 d=0 t=331009
fu ze 	負責	c=103 d=0.0225956 t=331009
fu ze dan wei 	負責單位	c=1 d=7.24704e-242 t=331009
fu ze en 	負責恩	c=1 d=2.14851e-203 t=331009
fu ze ren 	負責人	c=42 d=5.61046e-45 t=331009
fu zei en 	服賊恩	c=1 d=0 t=331009
fu zhang 	腹脹	c=1 d=0 t=331009
fu zhi 	複製	c=75 d=6.47485e-05 t=331009
fu zhi 	賦值	c=86 d=6.44256e-05 t=331009
fu zhi dao 	複製到	c=2 d=0 t=331009
fu zhu 	輔助	c=20 d=2.1287e-50 t=331009
fu zi 	父子	c=1 d=0 t=331009
fu zong 	副總	c=1 d=0 t=331009
fu zu jian 	父組件	c=1 d=3.65126e-90 t=331009
fu zuo yong 	副作用	c=4 d=5.14018e-82 t=331009
ga 	嘎	c=3 d=2.23984e-134 t=331009
ga 	噶	c=0 d=0 t=331009
ga 	尬	c=1 d=3.34678e-94 t=331009
ga ga 	嘎嘎	c=0 d=0 t=331009
ga ga 	噶噶	c=0 d=0 t=331009
ga ga ga 	嘎嘎嘎	c=1 d=0 t=331009
ga ga ga 	噶噶噶	c=2 d=0 t=331009
ga la 	旮旯	c=0 d=6.62485e-187 t=331009
ga li 	咖喱	c=0 d=4.12297e-137 t=331009
ga li la jiao 	咖喱辣椒	c=3 d=1.50831e-135 t=331009
gai 	改	c=843 d=0.0427305 t=331009
gai 	蓋	c=3 d=2.76689e-32 t=331009
gai 	該	c=69 d=0.0015648 t=331009
gai ba 	改吧	c=1 d=8.62182e-169 t=331009
gai ba gai ba 	改吧改吧	c=3 d=1.08274e-141 t=331009
gai ban 	改版	c=15 d=8.77435e-36 t=331009
gai ban 	蓋板	c=1 d=0 t=331009
gai ben 	改本	c=1 d=1.35056e-153 t=331009
gai bian 	改變	c=48 d=0.000131041 t=331009
gai bu gai 	改不改	c=1 d=0 t=331009
gai bu gai 	該不該	c=1 d=0 t=331009
gai bu guo qu 	蓋不過去	c=1 d=0 t=331009
gai bu liao 	改不了	c=3 d=7.20038e-313 t=331009
gai cao zuo 	該操作	c=1 d=1 t=324954
gai cheng 	改成	c=12 d=0.115903 t=331009
gai cuo 	改錯	c=2 d=9.75974e-09 t=331009
gai da 	該打	c=1 d=2.82413e-67 t=331009
gai de 	改得	c=1 d=1.38353e-319 t=331009
gai dong 	改動	c=29 d=0.00909528 t=331009
gai er 	蓋爾	c=1 d=0 t=331009
gai gai 	改改	c=4 d=1.78253e-65 t=331009
gai ge 	改革	c=1 d=1.64168e-126 t=331009
gai gen 	改跟	c=1 d=1.45559e-93 t=331009
gai guo 	改過	c=1 d=2.9043e-14 t=331009
gai guo 	該國	c=3 d=0 t=331009
gai hao 	改好	c=55 d=0.00677511 t=331009
gai hui 	改回	c=4 d=2.45401e-32 t=331009
gai hui lai 	改回來	c=1 d=2.00381e-265 t=331009
gai hui qu 	改回去	c=2 d=9.7565e-152 t=331009
gai jian wei 	改鍵位	c=1 d=0 t=331009
gai jin 	改進	c=1 d=8.36897e-112 t=331009
gai le 	改了	c=17 d=0.00202943 t=331009
gai le ba 	改了吧	c=1 d=1.79392e-228 t=331009
gai lv 	概率	c=2 d=4.08234e-49 t=331009
gai ming 	改名	c=4 d=4.13451e-257 t=331009
gai ming 	該名	c=1 d=0 t=331009
gai na li 	改哪裏	c=1 d=0 t=331009
gai neng 	改能	c=1 d=2.53194e-135 t=331009
gai nian 	概念	c=11 d=4.93169e-08 t=331009
gai qian 	改簽	c=1 d=1.76419e-61 t=331009
gai se 	改色	c=1 d=1.50468e-189 t=331009
gai shan 	改善	c=0 d=2.43764e-160 t=331009
gai shan guan li 	改善管理	c=1 d=2.44986e-159 t=331009
gai shang 	蓋上	c=1 d=0 t=331009
gai shu 	概述	c=4 d=6.08451e-21 t=331009
gai tiao 	改條	c=1 d=0 t=331009
gai wan 	改完	c=20 d=2.88284e-15 t=331009
gai wan le 	改完了	c=1 d=1 t=307358
gai wei 	改爲	c=42 d=9.90724e-09 t=331009
gai xia 	改下	c=4 d=1.32669e-61 t=331009
gai xie 	改寫	c=1 d=0 t=331009
gai yi ban 	改一版	c=1 d=0 t=331009
gai yi xia 	改一下	c=13 d=3.66356e-11 t=331009
gai yi xia suan 	改一下算	c=2 d=1.12736e-263 t=331009
gai zao 	改造	c=28 d=5.02756e-58 t=331009
gai zhang 	蓋章	c=6 d=2.86089e-126 t=331009
gai zhu 	蓋住	c=3 d=5.2219e-63 t=331009
gan 	幹	c=75 d=0.61772 t=331009
gan 	感	c=0 d=1.36302e-115 t=331009
gan 	敢	c=5 d=4.04886e-11 t=331009
gan 	甘	c=3 d=0 t=331009
gan 	肝	c=1 d=8.94928e-136 t=331009
gan 	趕	c=18 d=0.00440507 t=331009
gan ba 	乾巴	c=1 d=0 t=331009
gan bu 	敢不	c=0 d=2.25568e-306 t=331009
gan bu guo 	干不过	c=1 d=0 t=331009
gan bu shang 	趕不上	c=3 d=2.91064e-69 t=331009
gan bu zuo 	敢不做	c=1 d=2.26699e-305 t=331009
gan cui 	乾脆	c=3 d=5.55961e-300 t=331009
gan diao 	幹掉	c=0 d=0 t=331009
gan diao le 	幹掉了	c=1 d=0 t=331009
gan ga 	尷尬	c=1 d=1.41272e-154 t=331009
gan ha ne 	幹哈呢	c=1 d=1.73899e-127 t=331009
gan huo 	幹活	c=4 d=2.24258e-119 t=331009
gan ji 	感激	c=3 d=4.72964e-105 t=331009
gan jin 	趕緊	c=54 d=0.00530026 t=331009
gan jing 	乾淨	c=11 d=5.00877e-14 t=331009
gan ju 	柑橘	c=2 d=0 t=331009
gan jue 	感覺	c=257 d=0.47952 t=331009
gan kang 	感康	c=1 d=4.34423e-104 t=331009
gan kuai 	趕快	c=2 d=0 t=331009
gan le 	乾了	c=1 d=0.00324708 t=331009
gan ma 	幹嘛	c=4 d=1.03443e-67 t=331009
gan mao 	感冒	c=4 d=9.90523e-36 t=331009
gan ning 	甘寧	c=1 d=0 t=331009
gan ran 	感染	c=4 d=1.29501e-247 t=331009
gan rao 	干擾	c=2 d=5.72772e-181 t=331009
gan rao qi 	干擾器	c=1 d=5.75643e-180 t=331009
gan sha 	幹啥	c=39 d=1.5081e-10 t=331009
gan shang 	趕上	c=10 d=3.53456e-31 t=331009
gan shang ba 	趕上吧	c=1 d=2.97468e-31 t=331009
gan shen me 	幹什麼	c=17 d=2.84186e-23 t=331009
gan shen me yong de 	幹什麼用的	c=1 d=0 t=331009
gan shou 	乾瘦	c=2 d=0 t=331009
gan shou 	感受	c=14 d=8.32095e-15 t=331009
gan shou gan shou 	感受感受	c=2 d=2.79101e-175 t=331009
gan si dui 	敢死隊	c=9 d=3.38042e-94 t=331009
gan tan 	感嘆	c=1 d=3.16455e-53 t=331009
gan tang 	趕趟	c=3 d=1.54334e-17 t=331009
gan te 	甘特	c=2 d=1.99501 t=299477
gan xie 	感謝	c=9 d=1.70583e-77 t=331009
gan xing qu 	感興趣	c=4 d=2.77916e-84 t=331009
gan ying 	感應	c=6 d=8.86137e-20 t=331009
gan yong 	敢用	c=1 d=5.73106e-275 t=331009
gan zhi 	感知	c=3 d=6.44048e-295 t=331009
gan zi qi 	甘子七	c=3 d=0 t=331009
gang 	剛	c=108 d=0.00027603 t=331009
gang 	崗	c=1 d=1.33675e-91 t=331009
gang 	港	c=2 d=1.96612e-130 t=331009
gang 	鋼	c=1 d=7.20283e-317 t=331009
gang ao 	港澳	c=1 d=1 t=300705
gang ao tai 	港澳臺	c=1 d=1 t=307386
gang ben 	岡本	c=1 d=2.5733e-296 t=331009
gang bian 	鋼鞭	c=1 d=1.29373e-206 t=331009
gang cai 	剛纔	c=15 d=1.61492e-123 t=331009
gang cao 	剛草	c=1 d=0 t=331009
gang chi 	剛喫	c=1 d=9.04912e-237 t=331009
gang chuang jian 	剛創建	c=1 d=0 t=331009
gang e 	钢轭	c=1 d=1.03099e-153 t=331009
gang gan 	槓桿	c=1 d=5.01389e-26 t=331009
gang gang 	剛剛	c=348 d=0.109701 t=331009
gang gang de 	剛剛的	c=2 d=0 t=331009
gang gang ge 	剛剛個	c=1 d=1 t=320503
gang gang jia 	剛剛加	c=1 d=1.10538e-296 t=331009
gang gang ni 	剛剛你	c=1 d=8.91382e-295 t=331009
gang guan 	鋼管	c=1 d=0 t=331009
gang hao 	剛好	c=3 d=2.46473e-142 t=331009
gang heng 	剛哼	c=4 d=3.88733e-32 t=331009
gang hua 	鋼化	c=1 d=0 t=331009
gang hua mo 	鋼化膜	c=1 d=0 t=331009
gang hui 	剛回	c=1 d=3.01309e-123 t=331009
gang jiao fang 	剛交房	c=1 d=8.29954e-161 t=331009
gang jin 	鋼筋	c=0 d=0 t=331009
gang jin yi bu 	剛進一步	c=1 d=2.74814e-99 t=331009
gang kai shi 	剛開始	c=13 d=2.02172e-17 t=331009
gang ku 	剛庫	c=1 d=6.83175e-283 t=331009
gang lai 	剛來	c=3 d=1.18914e-38 t=331009
gang mai 	剛買	c=0 d=0 t=331009
gang mai wan fang 	剛買完房	c=1 d=0 t=331009
gang mang 	剛忙	c=1 d=0 t=331009
gang na ge 	剛那個	c=1 d=0 t=331009
gang neng 	剛能	c=1 d=0 t=331009
gang qi 	剛起	c=1 d=0 t=331009
gang qi lai 	剛起來	c=1 d=7.26032e-146 t=331009
gang qian 	鋼釺	c=1 d=0 t=331009
gang sha 	鋼砂	c=1 d=4.34778e-321 t=331009
gang si 	鋼絲	c=3 d=1.9178 t=331009
gang si yin 	鋼絲音	c=1 d=0 t=331009
gang tie 	鋼鐵	c=0 d=1.58355e-144 t=331009
gang wei 	崗位	c=8 d=8.76844e-43 t=331009
gang xing 	剛醒	c=1 d=5.39853e-72 t=331009
gang zhao 	剛找	c=1 d=5.60321e-98 t=331009
gao 	告	c=2 d=1.99155e-46 t=331009
gao 	搞	c=28 d=0.477248 t=331009
gao 	稿	c=1 d=8.14516e-146 t=331009
gao 	膏	c=1 d=1.4822e-323 t=331009
